token	corpus size	all contexts size	frequency	co-frequency	specificity
naissance	15679	15258	2	2	0.02
allons	15679	15258	2	2	0.02
maintenant	15679	15258	2	2	0.02
sous-espèces	15679	15258	2	2	0.02
opposent	15679	15258	2	2	0.02
régnant/non-régnant	15679	15258	2	2	0.02
auquel	15679	15258	2	2	0.02
gratifie	15679	15258	2	2	0.02
asservit	15679	15258	2	2	0.02
incompatibles	15679	15258	2	2	0.02
assurance	15679	15258	2	2	0.02
vrai	15679	15258	2	2	0.02
réconfort	15679	15258	2	2	0.02
régénérés	15679	15258	2	2	0.02
résiste	15679	15258	2	2	0.02
exempts	15679	15258	2	2	0.02
trompons	15679	15258	2	2	0.02
nous-mêmes	15679	15258	2	2	0.02
conscience/pas	15679	15258	2	2	0.02
connaît	15679	15258	2	2	0.02
pèchent	15679	15258	2	2	0.02
connu	15679	15258	2	2	0.02
parfaitement	15679	15258	2	2	0.02
nombreux	15679	15258	2	2	0.02
NdT	15679	15258	2	2	0.02
Ursinus	15679	15258	2	2	0.02
prend	15679	15258	2	2	0.02
reniement	15679	15258	2	2	0.02
Pierre	15679	15258	2	2	0.02
aveuglement	15679	15258	2	2	0.02
perpétuel	15679	15258	2	2	0.02
particulièrement	15679	15258	2	2	0.02
aggravée	15679	15258	2	2	0.02
suivi	15679	15258	2	2	0.02
puisse	15679	15258	2	2	0.02
Apôtre	15679	15258	2	2	0.02
Certaines	15679	15258	2	2	0.02
règles	15679	15258	2	2	0.02
observer	15679	15258	2	2	0.02
méchant	15679	15258	2	2	0.02
diffèrent	15679	15258	2	2	0.02
conséquent	15679	15258	2	2	0.02
Nul	15679	15258	2	2	0.02
décider	15679	15258	2	2	0.02
hâtivement	15679	15258	2	2	0.02
précipitamment	15679	15258	2	2	0.02
soi/par	15679	15258	2	2	0.02
choses	15679	15258	2	2	0.02
hypocrites	15679	15258	2	2	0.02
bonnes	15679	15258	2	2	0.02
commandées	15679	15258	2	2	0.02
néanmoins	15679	15258	2	2	0.02
bonne	15679	15258	2	2	0.02
meilleures	15679	15258	2	2	0.02
méchants	15679	15258	2	2	0.02
souillées	15679	15258	2	2	0.02
plusieurs	15679	15258	2	2	0.02
Bonus	15679	15258	2	2	0.02
dépravation	15679	15258	2	2	0.02
courent	15679	15258	2	2	0.02
attirées	15679	15258	2	2	0.02
poussées	15679	15258	2	2	0.02
invariablement	15679	15258	2	2	0.02
constamment	15679	15258	2	2	0.02
commission	15679	15258	2	2	0.02
extrême	15679	15258	2	2	0.02
catéchisme	15679	15258	2	2	0.02
PRESIDENTIELLE	15679	15258	2	2	0.02
DE	15679	15258	2	2	0.02
DECEMBRE	15679	15258	2	2	0.02
2018	15679	15258	2	2	0.02
UDSP/T	15679	15258	2	2	0.02
accusent	15679	15258	2	2	0.02
Credopedia	15679	15258	2	2	0.02
texte	15679	15258	2	2	0.02
suit	15679	15258	2	2	0.02
découvriras	15679	15258	2	2	0.02
exactement	15679	15258	2	2	0.02
maux	15679	15258	2	2	0.02
caché	15679	15258	2	2	0.02
danger	15679	15258	2	2	0.02
regretté	15679	15258	2	2	0.02
Mon	15679	15258	2	2	0.02
lesquels	15679	15258	2	2	0.02
pensons	15679	15258	2	2	0.02
faisons	15679	15258	2	2	0.02
type	15679	15258	2	2	0.02
Ensuite	15679	15258	2	2	0.02
exécute	15679	15258	2	2	0.02
saoule	15679	15258	2	2	0.02
ivresse	15679	15258	2	2	0.02
tue	15679	15258	2	2	0.02
devenir	15679	15258	2	2	0.02
doit-on	15679	15258	2	2	0.02
dirigé	15679	15258	2	2	0.02
exige	15679	15258	2	2	0.02
réparation	15679	15258	2	2	0.02
terre	15679	15258	2	2	0.02
pleine	15679	15258	2	2	0.02
intention	15679	15258	2	2	0.02
dis	15679	15258	2	2	0.02
Étymologiquement	15679	15258	2	2	0.02
hors	15679	15258	2	2	0.02
voie	15679	15258	2	2	0.02
insiste	15679	15258	2	2	0.02
Seul	15679	15258	2	2	0.02
rituel	15679	15258	2	2	0.02
boucs	15679	15258	2	2	0.02
sacrifié	15679	15258	2	2	0.02
emportait	15679	15258	2	2	0.02
assimilée	15679	15258	2	2	0.02
hérésie	15679	15258	2	2	0.02
polythéisme	15679	15258	2	2	0.02
fornication	15679	15258	2	2	0.02
lie	15679	15258	2	2	0.02
fonds	15679	15258	2	2	0.02
commerce	15679	15258	2	2	0.02
paroissiens	15679	15258	2	2	0.02
rachète	15679	15258	2	2	0.02
esclaves	15679	15258	2	2	0.02
libéré	15679	15258	2	2	0.02
prix	15679	15258	2	2	0.02
dénonce	15679	15258	2	2	0.02
particulier	15679	15258	2	2	0.02
ravages	15679	15258	2	2	0.02
l'écologie	15679	15258	2	2	0.02
pensé	15679	15258	2	2	0.02
intermédiaire	15679	15258	2	2	0.02
telles	15679	15258	2	2	0.02
organisations	15679	15258	2	2	0.02
d'une	15679	15258	2	2	0.02
induisent	15679	15258	2	2	0.02
vraie	15679	15258	2	2	0.02
disposition	15679	15258	2	2	0.02
personnels^	15679	15258	2	2	0.02
défont	15679	15258	2	2	0.02
détruisent	15679	15258	2	2	0.02
durabilité	15679	15258	2	2	0.02
identifiant	15679	15258	2	2	0.02
D'autre	15679	15258	2	2	0.02
désingularise	15679	15258	2	2	0.02
fragmenter	15679	15258	2	2	0.02
série	15679	15258	2	2	0.02
ontologiquement	15679	15258	2	2	0.02
porteur	15679	15258	2	2	0.02
s'agit	15679	15258	2	2	0.02
l'interaction	15679	15258	2	2	0.02
situation^	15679	15258	2	2	0.02
8	15679	15258	2	2	0.02
découle	15679	15258	2	2	0.02
communauté	15679	15258	2	2	0.02
Heidegger	15679	15258	2	2	0.02
Être	15679	15258	2	2	0.02
Temps	15679	15258	2	2	0.02
affirmer	15679	15258	2	2	0.02
capitalisme	15679	15258	2	2	0.02
marxisme	15679	15258	2	2	0.02
capable	15679	15258	2	2	0.02
prennent	15679	15258	2	2	0.02
ensuite	15679	15258	2	2	0.02
14	15679	15258	2	2	0.02
induites	15679	15258	2	2	0.02
spécifiques	15679	15258	2	2	0.02
entravent	15679	15258	2	2	0.02
17	15679	15258	2	2	0.02
frappant	15679	15258	2	2	0.02
inventé	15679	15258	2	2	0.02
écologique	15679	15258	2	2	0.02
dignité	15679	15258	2	2	0.02
Doctrine	15679	15258	2	2	0.02
L'essence	15679	15258	2	2	0.02
Montréal	15679	15258	2	2	0.02
Médiaspaul	15679	15258	2	2	0.02
coll	15679	15258	2	2	0.02
théologies	15679	15258	2	2	0.02
parti	15679	15258	2	2	0.02
libéraux	15679	15258	2	2	0.02
politiques	15679	15258	2	2	0.02
Venu	15679	15258	2	2	0.02
Guérir	15679	15258	2	2	0.02
Vision	15679	15258	2	2	0.02
Catholique	15679	15258	2	2	0.02
Introduction	15679	15258	2	2	0.02
Nie	15679	15258	2	2	0.02
minimiser	15679	15258	2	2	0.02
justifier	15679	15258	2	2	0.02
voire	15679	15258	2	2	0.02
nier	15679	15258	2	2	0.02
concept	15679	15258	2	2	0.02
âme	15679	15258	2	2	0.02
ressent	15679	15258	2	2	0.02
sagesse	15679	15258	2	2	0.02
Saints	15679	15258	2	2	0.02
privés	15679	15258	2	2	0.02
gloire	15679	15258	2	2	0.02
drame	15679	15258	2	2	0.02
affecte	15679	15258	2	2	0.02
prochain	15679	15258	2	2	0.02
essentiellement	15679	15258	2	2	0.02
Drame	15679	15258	2	2	0.02
Histoire	15679	15258	2	2	0.02
Salut	15679	15258	2	2	0.02
Dès	15679	15258	2	2	0.02
vs	15679	15258	2	2	0.02
Différence	15679	15258	2	2	0.02
Cruciale	15679	15258	2	2	0.02
Pleine	15679	15258	2	2	0.02
Conséquence	15679	15258	2	2	0.02
repentance	15679	15258	2	2	0.02
B	15679	15258	2	2	0.02
Notre	15679	15258	2	2	0.02
Vie	15679	15258	2	2	0.02
privé	15679	15258	2	2	0.02
communautaires	15679	15258	2	2	0.02
Douleur	15679	15258	2	2	0.02
Se	15679	15258	2	2	0.02
repentir	15679	15258	2	2	0.02
contrition	15679	15258	2	2	0.02
Ferme	15679	15258	2	2	0.02
